31311,2,2,84,204,42,42,42,0,102,102,102,0,9198.045415,127.750631,10437,18070.48608,31303,4,4,4,0,4,4,4,4,0,4,4,?,40,63.875315,63.875315,42,102,66,32.863353,1080,1,82.5,42,102,40,2,84,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0
31645,2,2,84,310,42,42,42,0,155,155,155,0,12450.62411,126.402275,10548.33333,18263.32107,31637,4,4,4,0,4,4,4,4,0,4,4,?,40,63.201138,63.201138,42,155,87.2,61.892649,3830.7,1,109,42,155,40,2,84,2,310,-1,-1,1,20,0,0,0,0,0,0,0,0
5410134,8,10,729,3855,415,0,91125,149.76881,1569,0,385.5,642.04054,847.298791,3.327089,318243.1765,1194172971,4948442,3,461692,65956,61257.32572,131627,202,5281327,586814.1111,1656346482,5001005,3,?,208,1.478706,1.848383,0,1569,241.263158,489.531618,239641.2047,1,254.666667,91125,385.5,172,8,729,10,3855,8192,5109,3,20,0,0,0,0,0,0,0,0
798,2,2,76,122,38,38,38,0,61,61,61,0,248120.300752,5012.531328,266,456.397853,793,1,1,1,0,1,1,4,4,0,4,4,80,80,2506.265664,2506.265664,38,61,47.2,12.597619,158.7,1,59,38,61,80,2,76,2,122,-1,-1,1,40,0,0,0,0,0,0,0,0
60066,1,1,47,79,47,47,47,0,79,79,79,0,2097.692538,33.296707,60066,0,60066,60066,0,0,0,0,0,0,0,0,0,0,?,32,16.648353,16.648353,47,79,57.666667,18.475209,341.333333,1,86.5,47,79,32,1,47,1,79,-1,-1,0,32,0,0,0,0,0,0,0,0
119219,4,2,192,612,48,48,48,0,306,306,306,0,6743.891494,50.327548,23843.8,39495.92587,91045,3,28170,9390,16257.89491,28163,3,4,4,0,4,4,?,64,33.551699,16.775849,48,306,121.714286,125.891109,15848.57143,0,142,48,306,128,4,192,2,612,-1,-1,3,32,0,0,0,0,0,0,0,0
6,1,1,2,6,2,2,2,0,6,6,6,0,1333333333,333333.3333,6,0,6,6,0,0,0,0,0,0,0,0,0,0,?,20,166666.6667,166666.6667,2,6,3.333333,2.309401,5.333333,1,5,2,6,24,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0
153,2,2,102,158,51,51,51,0,79,79,79,0,1699346405,26143.79085,51,82.273933,146,3,3,3,0,3,3,4,4,0,4,4,?,64,13071.89542,13071.89542,51,79,62.2,15.336232,235.2,1,77.75,51,79,64,2,102,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0
99848254,78,0,3965,0,118,37,50.833333,30.241202,0,0,0,0,39.710259,0.781185,1296730571,7908446497,60800000,0,99800000,1296730571,7908446497,60800000,0,0,0,0,0,0,?,0,0.781185,0,37,118,50.658228,30.087005,905.227848,0,51.307692,50.833333,0,2028,78,3965,0,0,-1,-1,77,20,2384614,1955693308,3767498,1001730,47500000,18800000,60800000,34300000
99389862,7,7,352,11595,346,0,50.285714,130.416914,4344,0,1656.428571,1757.579003,120.203407,0.140859,7645374,27600000,99400000,4,99400000,16600000,40600000,99400000,4,24813,4135.5,6268.194437,13304,33,?,232,0.07043,0.07043,0,4344,796.466667,1422.903413,2024654124,1,853.357143,50.285714,1656.428571,220,7,352,7,11595,274,235,2,20,2831,0,2831,2831,99400000,0,99400000,99400000
144,1,1,0,0,0,0,0,0,0,0,0,0,0,13888.88889,144,0,144,144,0,0,0,0,0,0,0,0,0,0,?,32,6944.444444,6944.444444,0,0,0,0,0,1,0,0,0,32,1,0,1,0,118,33304,0,32,0,0,0,0,0,0,0,0
163,2,2,84,162,42,42,42,0,81,81,81,0,1509202454,24539.8773,54.333333,88.047336,156,3,3,3,0,3,3,4,4,0,4,4,?,40,12269.93865,12269.93865,42,81,57.6,21.36118,456.3,1,72,42,81,40,2,84,2,162,-1,-1,1,20,0,0,0,0,0,0,0,0
41655,2,2,54,196,27,27,27,0,98,98,98,0,6001.680471,96.026888,13885,24044.32931,41649,3,3,3,0,3,3,3,3,0,3,3,?,64,48.013444,48.013444,27,98,55.4,38.888302,1512.3,1,69.25,27,98,64,2,54,2,196,-1,-1,1,32,0,0,0,0,0,0,0,0
78,1,1,0,0,0,0,0,0,0,0,0,0,0,25641.02564,78,0,78,78,0,0,0,0,0,0,0,0,0,0,?,32,12820.51282,12820.51282,0,0,0,0,0,1,0,0,0,32,1,0,1,0,349,32832,0,32,0,0,0,0,0,0,0,0
5922846,5,0,30,0,6,6,6,0,0,0,0,0,5.065133,0.844189,1480711.5,2960945.67,5922130,72,5922846,1480711.5,2960945.67,5922130,72,0,0,0,0,0,?,0,0.844189,0,6,6,6,0,0,0,7.2,6,0,100,5,30,0,0,256,-1,4,20,716,0,716,716,5922130,0,5922130,5922130
3871,2,0,0,0,0,0,0,0,0,0,0,0,0,516.662361,3871,0,3871,3871,3871,3871,0,3871,3871,0,0,0,0,0,?,0,516.662361,0,0,0,0,0,0,0,0,0,0,64,2,0,0,0,250,-1,0,32,0,0,0,0,0,0,0,0
43033,1,4,0,1983,0,0,0,0,1448,0,495.75,683.095101,46080.91465,116.189901,10758.25,20650.74953,41722,2,0,0,0,0,0,1311,437,714.825153,1262,2,?,128,23.23798,92.951921,0,1448,330.5,587.800561,345509.5,4,396.6,0,495.75,32,1,0,4,1983,229,235,0,32,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,?,0,1000000,0,0,0,0,0,0,0,0,0,0,64,2,0,0,0,126,-1,0,32,0,0,0,0,0,0,0,0
23,13,0,650,0,50,50,50,0,0,0,0,0,28300000,565217.3913,1.916667,1.975225,8,1,23,1.916667,1.975225,8,1,0,0,0,0,0,?,0,565217.3913,0,50,50,50,0,0,0,53.846154,50,0,416,13,650,0,0,-1,-1,12,32,0,0,0,0,0,0,0,0
160267,4,2,140,316,35,35,35,0,158,158,158,0,2845.251986,37.437526,32053.4,56106.842028,129564,1,30700,10233.333333,17720.323201,30695,1,3,3,0,3,3,128,64,24.958351,12.479175,35,158,70.142857,60.017854,3602.142857,0,81.833333,35,158,128,4,140,2,316,-1,-1,3,20,0,0,0,0,0,0,0,0
118941100,8,2,6,0,6,0,0.75,2.12132,0,0,0,0,0.050445,0.084075,13200000,29400000,86600000,1,119000000,17000000,32800000,86600000,1,31400000,31400000,0,31400000,31400000,?,80,0.06726,0.016815,0,6,0.545455,1.809068,3.272727,0,0.6,0.75,0,260,8,6,2,0,251,28960,1,20,500032,707144965,1000059,5,59000000,39000000,86600000,31400000
183,2,2,82,114,41,41,41,0,57,57,57,0,1071038251,21857.9235,61,63.85139,130,4,49,49,0,49,49,4,4,0,4,4,?,64,10928.96175,10928.96175,41,57,47.4,8.763561,76.8,1,59.25,41,57,64,2,82,2,114,-1,-1,1,32,0,0,0,0,0,0,0,0
475798,3,4,625,421,625,0,208.333333,360.843918,421,0,105.25,210.5,2198.411931,14.712126,79299.66667,122332.7584,242062,1,232436,116218,164289.1895,232388,48,243502,81167.33333,139461.6223,242202,1,?,136,6.305197,8.406929,0,625,130.75,248.165124,61585.92857,1,149.428571,208.333333,105.25,104,3,625,4,421,29200,5005,1,32,0,0,0,0,0,0,0,0
519816,3,6,26,11601,20,0,8.666667,10.263203,4380,0,1933.5,1757.789948,22367.53005,17.313819,64977,176635793,501884,16,17156,8578,11981.2173,17050,106,519782,103956.4,222569.8731,501884,16,?,132,5.771273,11.542546,0,4380,1162.7,1645.241762,2706820456,2,1291.888889,8.666667,1933.5,72,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0
504,1,1,51,111,51,51,51,0,111,111,111,0,321428.5714,3968.253968,504,0,504,504,0,0,0,0,0,0,0,0,0,0,?,20,1984.126984,1984.126984,51,111,71,34.641016,1200,1,106.5,51,111,20,1,51,1,111,-1,-1,0,20,0,0,0,0,0,0,0,0
90209341,61,85,4867,15873,420,0,79.786885,94.442948,1430,0,186.741176,268.49094,229.909672,1.618458,622133.3862,5287109912,58200000,1,90200000,1503489017,8187527907,58300000,33,63800000,758949.75,6345793533,58200000,1,?,1712,0.676205,0.942253,0,1430,141.088435,219.226533,48060.27295,1,142.054795,79.786885,186.741176,1232,61,4867,85,15873,8192,502,60,20,2831173,3881212955,5575605,86741,42300000,22500000,58200000,26400000
181,2,2,72,136,36,36,36,0,68,68,68,0,1149171271,22099.44751,60.333333,101.041246,177,1,1,1,0,1,1,3,3,0,3,3,?,64,11049.72376,11049.72376,36,68,48.8,17.527122,307.2,1,61,36,68,64,2,72,2,136,-1,-1,1,32,0,0,0,0,0,0,0,0
90904,2,2,70,276,35,35,35,0,138,138,138,0,3806.213148,44.002464,30301.33333,52438.42016,90852,4,4,4,0,4,4,48,48,0,48,48,?,64,22.001232,22.001232,35,138,76.2,56.415423,3182.7,1,95.25,35,138,80,2,70,2,276,-1,-1,1,40,0,0,0,0,0,0,0,0
115514515,16,13,511,342,427,0,31.9375,105.360631,276,0,26.307692,75.041527,7.384353,0.251051,4125518393,4913673204,10000000,21,116000000,7700967667,4182057151,10000000,112,111000000,9211829083,2891643275,10000000,29638,?,272,0.138511,0.11254,0,427,28.433333,90.048142,8108.667816,0,29.413793,31.9375,26.307692,340,16,511,13,342,29200,1024,15,20,31148.81818,8999.293404,58281,28249,10000000,4394.330866,10000000,10000000
151158,1,1,44,134,44,44,44,0,134,134,134,0,1177.575782,13.231189,151158,0,151158,151158,0,0,0,0,0,0,0,0,0,0,?,20,6.615594,6.615594,44,134,74,51.961524,2700,1,111,44,134,32,1,44,1,134,-1,-1,0,32,0,0,0,0,0,0,0,0
116416451,18,15,870,1492,435,0,48.333333,140.670663,746,0,99.466667,262.491868,20.289229,0.283465,3638014.09375,4772816.1659,10011393,37,116416451,6848026.529412,4611404.901003,10048045,230,111151921,7939422.928571,4188466.213982,10048395,20037,584,488,0.154617,0.128848,0,746,69.470588,200.559254,40224.01426,0,71.575758,48.333333,99.466667,584,18,870,15,1492,29200,349,2,32,95322.181818,193898.844243,679949,36620,10009391.909091,3974.915784,10011393,9999825
23579,2,2,60,288,30,30,30,0,144,144,144,0,14758.89563,169.642479,7859.666667,13608.14584,23573,3,3,3,0,3,3,3,3,0,3,3,?,64,84.821239,84.821239,30,144,75.6,62.440372,3898.8,1,94.5,30,144,64,2,60,2,288,-1,-1,1,32,0,0,0,0,0,0,0,0
206,2,2,88,208,44,44,44,0,104,104,104,0,1436893204,19417.47573,68.666667,34.93327,109,48,48,48,0,48,48,49,49,0,49,49,?,40,9708.737864,9708.737864,44,104,68,32.863353,1080,1,85,44,104,40,2,88,2,208,-1,-1,1,20,0,0,0,0,0,0,0,0
3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,?,0,666666.6667,0,6,6,6,0,0,0,9,6,0,40,2,12,0,0,5114,-1,1,20,0,0,0,0,0,0,0,0
175955,1,1,55,85,55,55,55,0,85,85,85,0,795.657981,11.366543,175955,0,175955,175955,0,0,0,0,0,0,0,0,0,0,?,32,5.683271,5.683271,55,85,65,17.320508,300,1,97.5,55,85,32,1,55,1,85,-1,-1,0,32,0,0,0,0,0,0,0,0
580,1,1,40,95,40,40,40,0,95,95,95,0,232758.6207,3448.275862,580,0,580,580,0,0,0,0,0,0,0,0,0,0,?,20,1724.137931,1724.137931,40,95,58.333333,31.754265,1008.333333,1,87.5,40,95,20,1,40,1,95,-1,-1,0,20,0,0,0,0,0,0,0,0
544,1,1,50,66,50,50,50,0,66,66,66,0,213235.2941,3676.470588,544,0,544,544,0,0,0,0,0,0,0,0,0,0,?,20,1838.235294,1838.235294,50,66,55.333333,9.237604,85.333333,1,83,50,66,20,1,50,1,66,-1,-1,0,20,0,0,0,0,0,0,0,0
187,2,1,0,0,0,0,0,0,0,0,0,0,0,16042.78075,93.5,74.246212,146,41,187,187,0,187,187,0,0,0,0,0,?,32,10695.18717,5347.593583,0,0,0,0,0,0,0,0,0,64,2,0,1,0,511,32844,0,32,0,0,0,0,0,0,0,0
81626428,8,6,56,11601,20,0,7,5.656854,5840,0,1933.5,2189.772933,142.80914,0.171513,6278956,20300000,73600000,3,81600000,11700000,27500000,73600000,3,39634,7926.8,16346.11011,37121,46,?,132,0.098007,0.073506,0,5840,777.533333,1633.102694,2667024.41,0,833.071429,7,1933.5,172,8,56,6,11601,256,229,6,20,2979,0,2979,2979,40800000,46400000,73600000,8004837
2267888,10,6,2429,703,1448,0,242.9,478.180917,527,0,117.166667,208.493085,1381.020579,7.055022,151192.5333,526146.8026,2051521,48,2267888,251987.5556,675637.8562,2051609,48,2216505,443301,922750.5487,2093077,340,?,200,4.409389,2.645633,0,1448,184.235294,384.919396,148162.9412,0,195.75,242.9,117.166667,328,10,2429,6,703,29200,136,4,32,0,0,0,0,0,0,0,0
190,2,2,84,204,42,42,42,0,102,102,102,0,1515789474,21052.63158,63.333333,104.500399,184,3,3,3,0,3,3,3,3,0,3,3,?,40,10526.31579,10526.31579,42,102,66,32.863353,1080,1,82.5,42,102,40,2,84,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0
116073041,16,14,1017,591,1017,0,63.5625,254.25,591,0,42.214286,157.951394,13.853346,0.258458,4002518655,4890756753,10000000,49,116000000,7738202733,4149653042,10000000,14946,111000000,8509037769,3749697589,10000000,38809,?,456,0.137844,0.120614,0,1017,51.870968,208.179529,43338.71613,0,53.6,63.5625,42.214286,520,16,1017,14,591,29200,61,1,32,34317.90909,36320.25841,143827,23189,10000000,7817.204657,10000000,9998559
117300457,22,19,3064,7174,1396,0,139.272727,394.409406,1722,0,377.578947,644.704783,87.280137,0.34953,2932511425,4483945407,10000000,3,117000000,5585736048,4888242332,10000000,3,112000000,6230182222,4901426462,10000000,48,?,524,0.187553,0.161977,0,1722,243.761905,527.029865,277760.4785,0,249.707317,139.272727,377.578947,452,22,3064,19,7174,8192,1115,16,20,178628.25,536602.9356,1882571,23351,9596409583,1405450527,10000000,5133522
59,2,0,0,0,0,0,0,0,0,0,0,0,0,33898.30508,59,0,59,59,59,59,0,59,59,0,0,0,0,0,?,0,33898.30508,0,0,0,0,0,0,0,0,0,0,40,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0
85649258,7,6,371,11595,365,0,53,137.597238,7240,0,1932.5,2845.835677,139.709325,0.151782,7137438167,24700000,85500000,1,85500000,14300000,34900000,85500000,1,146543,29308.6,58259.07273,133053,93,?,200,0.081729,0.070053,0,7240,854.714286,2015.459307,4062076.22,0,920.461538,53,1932.5,220,7,371,6,11595,274,235,2,20,1009,0,1009,1009,85500000,0,85500000,85500000
5829418,4,0,24,0,6,6,6,0,0,0,0,0,4.117049,0.686175,1943139333,3364756125,5828425,1,5829418,1943139333,3364756125,5828425,1,0,0,0,0,0,?,0,0.686175,0,6,6,6,0,0,0,7.5,6,0,80,4,24,0,0,256,-1,3,20,993,0,993,993,5828425,0,5828425,5828425
30883,2,2,102,158,51,51,51,0,79,79,79,0,8418.871224,129.521096,10294.33333,17825.11221,30877,3,3,3,0,3,3,3,3,0,3,3,?,40,64.760548,64.760548,51,79,62.2,15.336232,235.2,1,77.75,51,79,40,2,102,2,158,-1,-1,1,20,0,0,0,0,0,0,0,0
156,2,2,58,186,29,29,29,0,93,93,93,0,1564102564,25641.02564,52,83.138439,148,4,4,4,0,4,4,4,4,0,4,4,?,40,12820.51282,12820.51282,29,93,54.6,35.054244,1228.8,1,68.25,29,93,40,2,58,2,186,-1,-1,1,20,0,0,0,0,0,0,0,0
59480,1,1,42,122,42,42,42,0,122,122,122,0,2757.229321,33.624748,59480,0,59480,59480,0,0,0,0,0,0,0,0,0,0,?,20,16.812374,16.812374,42,122,68.666667,46.188022,2133.333333,1,103,42,122,20,1,42,1,122,-1,-1,0,20,0,0,0,0,0,0,0,0
290,2,2,54,166,27,27,27,0,83,83,83,0,758620.6897,13793.10345,96.666667,164.83426,287,1,1,1,0,1,1,2,2,0,2,2,?,80,6896.551724,6896.551724,27,83,49.4,30.672463,940.8,1,61.75,27,83,80,2,54,2,166,-1,-1,1,40,0,0,0,0,0,0,0,0
152,2,2,72,194,36,36,36,0,97,97,97,0,1750000,26315.78947,50.666667,82.561088,146,3,3,3,0,3,3,3,3,0,3,3,?,64,13157.89474,13157.89474,36,97,60.4,33.411076,1116.3,1,75.5,36,97,64,2,72,2,194,-1,-1,1,32,0,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,?,0,666666.6667,0,0,0,0,0,0,0,0,0,0,64,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0
1454855,8,11,1330,6480,663,0,166.25,267.732676,1460,0,589.090909,653.370409,5368.232573,13.059721,80825.27778,234676.3698,1004554,3,450298,64328.28571,54556.28245,113276,144,1347138,134713.8,313802.7117,1004671,3,?,232,5.49883,7.560891,0,1460,390.5,550.56483,303121.6316,1,411.052632,166.25,589.090909,172,8,1330,11,6480,8192,34,7,20,0,0,0,0,0,0,0,0
5938267,8,6,374,4502,199,0,46.75,74.700832,1460,0,750.333333,656.457666,821.114982,2.35759,456789.7692,1555858906,5630999,1,5938267,848323.8571,2110847817,5630999,1,283954,56790.8,95553.05893,225703,48,?,132,1.347194,1.010396,0,1460,325.066667,534.803364,286014.6381,0,348.285714,46.75,750.333333,184,8,374,6,4502,8192,60,6,20,307267,0,307267,307267,5630999,0,5630999,5630999
22669,3,5,26,11607,20,0,8.666667,10.263203,5840,0,2321.4,3173.373883,513167.7621,352.904848,3238.428571,8213.140911,21862,13,514,257,294.156421,465,49,22593,5648.25,10811.76989,21862,13,?,112,132.339318,220.56553,0,5840,1292.555556,2554.159212,6523729278,1,1454125,8.666667,2321.4,72,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
155,2,2,82,210,41,41,41,0,105,105,105,0,1883870968,25806.45161,51.666667,85.160633,150,2,3,3,0,3,3,2,2,0,2,2,?,40,12903.22581,12903.22581,41,105,66.6,35.054244,1228.8,1,83.25,41,105,40,2,82,2,210,-1,-1,1,20,0,0,0,0,0,0,0,0
22,1,1,0,0,0,0,0,0,0,0,0,0,0,90909.09091,22,0,22,22,0,0,0,0,0,0,0,0,0,0,?,20,45454.54545,45454.54545,0,0,0,0,0,1,0,0,0,20,1,0,1,0,335,258,0,20,0,0,0,0,0,0,0,0
880962,3,6,26,11601,20,0,8.666667,10.263203,5840,0,1933.5,2189.772933,13198.07211,10.216105,110120.25,308750.2883,874220,13,6442,3221,4253.954396,6229,213,880917,176183.4,390224.0449,874220,13,?,132,3.405368,6.810736,0,5840,1162.7,1911.59573,3654198233,2,1291.888889,8.666667,1933.5,72,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0
54193,4,2,136,690,34,34,34,0,345,345,345,0,15241.8209,110.715406,10838.6,15008.30848,30450,3,30456,10152,17578.58365,30450,3,48,48,0,48,48,?,40,73.810271,36.905135,34,345,122.857143,151.752461,23028.80952,0,143.333333,34,345,128,4,136,2,690,-1,-1,3,32,0,0,0,0,0,0,0,0
96,2,0,12,0,6,6,6,0,0,0,0,0,125000,20833.33333,96,0,96,96,96,96,0,96,96,0,0,0,0,0,?,0,20833.33333,0,6,6,6,0,0,0,9,6,0,40,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0
104,2,2,4,12,2,2,2,0,6,6,6,0,153846.1538,38461.53846,34.666667,22.233608,48,9,47,47,0,47,47,48,48,0,48,48,?,40,19230.76923,19230.76923,2,6,3.6,2.19089,4.8,1,4.5,2,6,48,2,4,2,12,1024,0,1,24,0,0,0,0,0,0,0,0
59,1,1,0,0,0,0,0,0,0,0,0,0,0,33898.30508,59,0,59,59,0,0,0,0,0,0,0,0,0,0,?,20,16949.15254,16949.15254,0,0,0,0,0,1,0,0,0,20,1,0,1,0,79,253,0,20,0,0,0,0,0,0,0,0
9388,1,1,0,0,0,0,0,0,0,0,0,0,0,213.037921,9388,0,9388,9388,0,0,0,0,0,0,0,0,0,0,?,32,106.51896,106.51896,0,0,0,0,0,1,0,0,0,44,1,0,1,0,327,287,0,44,0,0,0,0,0,0,0,0
686228,9,10,703,3950,267,0,78.111111,103.30228,1448,0,395,587.483144,6780.545242,27.687591,38123.77778,48357.39613,101820,4,590706,73838.25,68224.41753,196658,234,591170,65685.55556,69512.11785,196573,4,?,328,13.115175,14.572416,0,1448,232.65,442.733171,196012.6605,1,244.894737,78.111111,395,296,9,703,10,3950,29200,254,4,32,0,0,0,0,0,0,0,0
39378,1,1,56,72,56,56,56,0,72,72,72,0,3250.54599,50.789781,39378,0,39378,39378,0,0,0,0,0,0,0,0,0,0,?,32,25.394891,25.394891,56,72,61.333333,9.237604,85.333333,1,92,56,72,32,1,56,1,72,-1,-1,0,32,0,0,0,0,0,0,0,0
25410,2,2,68,168,34,34,34,0,84,84,84,0,9287.682015,157.418339,8470,14586.46588,25313,48,49,49,0,49,49,48,48,0,48,48,?,64,78.70917,78.70917,34,84,54,27.386128,750,1,67.5,34,84,80,2,68,2,168,-1,-1,1,40,0,0,0,0,0,0,0,0
234,2,2,84,256,42,42,42,0,128,128,128,0,1452991453,17094.01709,78,96.317184,186,1,1,1,0,1,1,47,47,0,47,47,?,64,8547.008547,8547.008547,42,128,76.4,47.10414,2218.8,1,95.5,42,128,64,2,84,2,256,-1,-1,1,32,0,0,0,0,0,0,0,0
62,2,0,12,0,6,6,6,0,0,0,0,0,193548.387097,32258.064516,62,0,62,62,62,62,0,62,62,0,0,0,0,0,40,0,32258.064516,0,6,6,6,0,0,0,9,6,0,40,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0
51048,2,2,62,118,31,31,31,0,59,59,59,0,3526.093089,78.357624,17016,29457.85445,51031,4,13,13,0,13,13,4,4,0,4,4,?,64,39.178812,39.178812,31,59,42.2,15.336232,235.2,1,52.75,31,59,64,2,62,2,118,-1,-1,1,32,0,0,0,0,0,0,0,0
512131,5,6,951,647,517,0,190.2,240.403203,467,0,107.833333,183.370027,3120.295393,21.478879,51213.1,68251.12896,148948,2,361479,90369.75,81908.95276,171740,7201,363553,72710.6,100289.0344,205559,2,?,132,9.763127,11.715752,0,517,133.166667,199.350232,39740.51515,1,145.272727,190.2,107.833333,112,5,951,6,647,8192,245,4,20,0,0,0,0,0,0,0,0
195,2,2,80,112,40,40,40,0,56,56,56,0,984615.3846,20512.82051,65,73.321211,145,1,1,1,0,1,1,49,49,0,49,49,?,64,10256.41026,10256.41026,40,56,46.4,8.763561,76.8,1,58,40,56,64,2,80,2,112,-1,-1,1,32,0,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0,0,0,0,0,0,0,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,?,0,500000,0,0,0,0,0,0,0,0,0,0,64,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0
45,1,1,2,6,2,2,2,0,6,6,6,0,177777.7778,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,?,20,22222.22222,22222.22222,2,6,3.333333,2.309401,5.333333,1,5,2,6,24,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0
18,13,0,234,0,18,18,18,0,0,0,0,0,13000000,722222.222222,1.5,1.445998,6,1,18,1.5,1.445998,6,1,0,0,0,0,0,260,0,722222.222222,0,18,18,18,0,0,0,19.384615,18,0,260,13,234,0,0,-1,-1,12,20,0,0,0,0,0,0,0,0
23814,2,2,94,256,47,47,47,0,128,128,128,0,14697.23692,167.968422,7938,13742.09111,23806,4,4,4,0,4,4,4,4,0,4,4,?,40,83.984211,83.984211,47,128,79.4,44.365527,1968.3,1,99.25,47,128,40,2,94,2,256,-1,-1,1,20,0,0,0,0,0,0,0,0
